Marca temporal,nombre,categoria,categoria_secundaria,coleccion,talla,proveedor,precio,estado,imagen,imagen_link,imagen_drive,descripcion,stock,ID,Costo,stockd,Liked,Share
12/8/2026 11:58:56,Juego de Sábanas y Cortinas Botánico,Hogar,Unisex,Otro/Ninguno,U,Otros,38,Normal,https://lh3.googleusercontent.com/d/1l1Ujx-xjr8mpQz5Q4qquHWT2asaXBTFe,,https://drive.google.com/open?id=1l1Ujx-xjr8mpQz5Q4qquHWT2asaXBTFe,"Set para habitación con estampado de hojas en tonos amarillos y grises. Incluye sábanas, fundas de almohada y cortinas a juego.",10,DN-X-0053,,,0,0
12/8/2026 12:12:28,Toalla de Playa Mickey Mouse Surf,Hogar,Niños,Disney,U,Otros,10,Normal,https://lh3.googleusercontent.com/d/1fRFMxS6G1TZmbWrL2iXHpSPIWnpK1byZ,,https://drive.google.com/open?id=1fRFMxS6G1TZmbWrL2iXHpSPIWnpK1byZ,Toalla playera absorbente con diseño colorido de Mickey Mouse practicando surf en la playa.,10,DK-X-0054,,,0,0
12/8/2026 12:18:10,Set Escolar / Almuerzo Kuromi,Hogar,Niños,Kuromi/MyMelodi,U,Otros,7.5,Normal,https://lh3.googleusercontent.com/d/1FH3L5n18mt2xKz3GwisASvun61tKBML1,,https://drive.google.com/open?id=1FH3L5n18mt2xKz3GwisASvun61tKBML1,"Kit completo en tono morado con diseño de Kuromi, incluye contenedor hermético para comida, envases y termo con correa.",10,DK-X-0055,,,0,0
12/8/2026 12:24:17,Juego de Cama y Cortinas Fantasía Mariposas,Hogar,Unisex,Otro/Ninguno,U,Otros,38,Normal,https://lh3.googleusercontent.com/d/1pZbQlN82D8NLWUrlRcKaPYDvYN8XVgR1,,https://drive.google.com/open?id=1pZbQlN82D8NLWUrlRcKaPYDvYN8XVgR1,"Juego de cama y cortinas a juego con diseño delicado de hilos, mariposas y elementos florales en tonos rosa y turquesa",10,DN-X-0056,,,0,0
12/8/2026 12:39:18,Sombra de Cejas Duo Estuche Manzana,Belleza,Mujer,Otro/Ninguno,U,Flamingo,1.10,Normal,https://lh3.googleusercontent.com/d/1kAOmsiv2Rn2Bess22Nc0Mr7Tv7sWvbiS,,https://drive.google.com/open?id=1kAOmsiv2Rn2Bess22Nc0Mr7Tv7sWvbiS,Kit de maquillaje compacto para cejas con dos tonos de sombra en estuche con forma de manzana e incluye pincel aplicador,10,BM-F-0057,,,0,0
12/8/2026 12:42:18,Brillo Labial en Tubo con Dije Mini Frasco,Belleza,Mujer,Otro/Ninguno,U,Grenobil,1.2,Normal,https://lh3.googleusercontent.com/d/1oD8tg_K0cMHwVedNCmz7yFSjjBJGLZ6q,,https://drive.google.com/open?id=1oD8tg_K0cMHwVedNCmz7yFSjjBJGLZ6q,"Brillo labial en tubo comprimible con ilustración de osito, incluye un accesorio colgante con un frasquito decorativo.",10,BM-G-0058,,,0,0
12/8/2026 12:57:09,Tatuajes Temporales Jujutsu Kaisen Gojo y Geto,Accesorios,Unisex,Anime,"S, U",Villavariedad,1,Normal,"https://lh3.googleusercontent.com/d/1gov24BJd7wyTPWxEiTBX5hjD2DSh78l3, https://lh3.googleusercontent.com/d/1qTvsF-K9I_7IkaQ8OjvtiJYp15jxkb1d, https://lh3.googleusercontent.com/d/1hD_jvuPCZvGPqhE2uQw_SuKGFl_YNNz3, https://lh3.googleusercontent.com/d/1Z1VxOkBO4_YAiyn8erzsDUdB1xZcJh8w",,"https://drive.google.com/open?id=1gov24BJd7wyTPWxEiTBX5hjD2DSh78l3, https://drive.google.com/open?id=1qTvsF-K9I_7IkaQ8OjvtiJYp15jxkb1d, https://drive.google.com/open?id=1hD_jvuPCZvGPqhE2uQw_SuKGFl_YNNz3, https://drive.google.com/open?id=1Z1VxOkBO4_YAiyn8erzsDUdB1xZcJh8w",Láminas de tatuajes temporales adhesivos en blanco y negro con diseños estilo manga de Satoru Gojo y Suguru Geto.,10,AN-E-0059,,,0,0
12/8/2026 13:04:55,Tatuaje Temporal Nana Osaki con Guitarra,Accesorios,Unisex,Anime,"S, U",Villavariedad,1,Normal,"https://lh3.googleusercontent.com/d/1qqxZqReUarkMG2ezE4wZUv6sNl1lF1wN, https://lh3.googleusercontent.com/d/11omBP4Udo6mlKX2Aek3ebcZ6Ae_Gm78U, https://lh3.googleusercontent.com/d/10v92Oi6SAKnVRussTpm9dLTNWA4fgKz9",,"https://drive.google.com/open?id=1qqxZqReUarkMG2ezE4wZUv6sNl1lF1wN, https://drive.google.com/open?id=11omBP4Udo6mlKX2Aek3ebcZ6Ae_Gm78U, https://drive.google.com/open?id=10v92Oi6SAKnVRussTpm9dLTNWA4fgKz9","Tatuaje temporal resistente al agua con diseño ilustrado de Nana Osaki sosteniendo su guitarra, encadenada y con detalles en color rojo.",10,AN-E-0060,,,0,0
12/8/2026 13:38:05,Juego de Tiro con Arco Super Archer,Juguetes,Unisex,Otro/Ninguno,"S, U",Otros,13.5,Normal,https://lh3.googleusercontent.com/d/1u_atedO2LOQoiWJEYekUc0LlCgTx0o9q,,https://drive.google.com/open?id=1u_atedO2LOQoiWJEYekUc0LlCgTx0o9q,"Set de tiro con arco en tonos fucsia, morado y azul. Incluye arco deportivo, 3 flechas con ventosas de alta adherencia y blanco de tiro integrado en la caja.",10,JN-X-0061,,,0,0
12/8/2026 13:41:31,Bandolera Infantil Hello Kitty,Bolsos,Niños,Hello Kitty,S,Boulevard Center,9,Normal,https://lh3.googleusercontent.com/d/1Tn-h5s0ehjt4CSJ44-dxOrYBOablpb85,,https://drive.google.com/open?id=1Tn-h5s0ehjt4CSJ44-dxOrYBOablpb85,"Bolso bandolera pequeño en color rosa con asa ajustable, cierre superior y estampado frontal dulce de Hello Kitty rodeada de postres y helados.",10,CK-X-0062,,,0,0
12/8/2026 18:05:41,Tote Bag Grande Hello Kitty Monograma,Bolsos,Mujer,Hello Kitty,"M, U",Bellisima,10,Normal,https://lh3.googleusercontent.com/d/1tFgPrtudqv0NywDiYsdnFLbFXDHwWx--,,https://drive.google.com/open?id=1tFgPrtudqv0NywDiYsdnFLbFXDHwWx--,"Bolso amplio de lona blanca con asas y bordes negros en contraste, estampado en su totalidad con patrón de Hello Kitty en versión clásica #negro y #rojo. Cuenta con cierre de cremallera. #sanrio",10,CM-B-0063,,,0,0
12/8/2026 18:08:02,Audífonos de Diadema (Batman / Capitan America),Accesorios,Niños,Superheroe,"S, U",HG,6.8,Normal,https://lh3.googleusercontent.com/d/1ncFTLHyc9QtEOk4RG56-VTNYgUK_Ds56,,https://drive.google.com/open?id=1ncFTLHyc9QtEOk4RG56-VTNYgUK_Ds56,Audífonos de diadema ajustables con almohadillas acolchadas y diseños temáticos de superhéroes como el escudo del Capitán América y la batiseñal de Batman #Marvel #DC,10,AK-H-0064,,,0,0
13/8/2026 21:53:34,Mini Ventilador de Mano Recargable USB,Tecnologia,Unisex,Otro/Ninguno,U,Otros,1,Nuevo,"https://lh3.googleusercontent.com/d/1QL9QUWd152qNxlZhVIJOJsIRSeg0sWoc, https://lh3.googleusercontent.com/d/1jrA5ZHODZN4h_zHM5IMiHl4zdna_3kqy",,"https://drive.google.com/open?id=1QL9QUWd152qNxlZhVIJOJsIRSeg0sWoc, https://drive.google.com/open?id=1jrA5ZHODZN4h_zHM5IMiHl4zdna_3kqy"," Ventilador portátil compacto de mano con base integrada para escritorio, recargable por USB y de velocidad ajustable. Ideal para llevar a cualquier parte.",10,IN-X-0065,,,0,0
13/8/2026 21:55:32,Tatuaje Temporal Luffy One Piece Red Hawk,Accesorios,Unisex,Anime,U,Villavariedad,1,Nuevo,"https://lh3.googleusercontent.com/d/1dHPD1Qf5PDAZZVyuHY59ccdd1gDdkikE, https://lh3.googleusercontent.com/d/1zG6DdAKVh9BxyqLKexM_PRFi-aRnEZus",,"https://drive.google.com/open?id=1dHPD1Qf5PDAZZVyuHY59ccdd1gDdkikE, https://drive.google.com/open?id=1zG6DdAKVh9BxyqLKexM_PRFi-aRnEZus","Tatuaje temporal adhesivo a todo color de Monkey D. Luffy ejecutando un puñetazo extendido envuelto en llamas, diseñado para el antebrazo.",10,AN-E-0066,,,0,0
13/8/2026 21:57:33,Horquilla Metálica para Cabello Estilo Hanfu / Vintage,Belleza,Mujer,Otro/Ninguno,U,Otros,1,Nuevo,"https://lh3.googleusercontent.com/d/1vzdDmgtn5zeGW88mGQC90sdDbySMPeKX, https://lh3.googleusercontent.com/d/1GDqCKYUI1SGX5d-_FncNckKLR5121GqN",,"https://drive.google.com/open?id=1vzdDmgtn5zeGW88mGQC90sdDbySMPeKX, https://drive.google.com/open?id=1GDqCKYUI1SGX5d-_FncNckKLR5121GqN",Palillo para moño metálico en tono plateado envejecido con detalles calados y grabados de inspiración oriental. Elegante y resistente.,10,BM-X-0067,,,0,0
13/8/2026 22:00:02,Pinza Garra para Cabello Flor Tropical Frangipani,Belleza,Mujer,Otro/Ninguno,U,Otros,1,Nuevo,https://lh3.googleusercontent.com/d/10Uuhu04EemPqPdN_Yjo5qzCRuNVxu9XR,,https://drive.google.com/open?id=10Uuhu04EemPqPdN_Yjo5qzCRuNVxu9XR,Pinzas tipo garra para el cabello en forma de flor plumeria tropical. Disponibles en varios colores vibrantes y acabados degradados.,10,BM-X-0068,,,0,0
13/8/2026 22:25:02,Set de Uñas Postizas Press On Gothic Punk / Nana,Belleza,Mujer,Anime,U,Villavariedad,1,Nuevo,https://lh3.googleusercontent.com/d/13oVbkMmkZv4BAwTiJQgXcc58yRFaWjuT,,https://drive.google.com/open?id=13oVbkMmkZv4BAwTiJQgXcc58yRFaWjuT,"Kit de uñas decoradas adhesivas (press on) en tonos blanco y negro con acabados góticos, estrellas, cruces e ilustraciones inspiradas en Nana Osaki.",10,BM-E-0069,,,0,0
13/8/2026 23:06:46,Set de Posters Ilustrados Tokyo Revengers,Papeleria,Unisex,Anime,"S, U",Villavariedad,1,Nuevo,https://lh3.googleusercontent.com/d/1Ha1tEmmPVWWZP40TUq_QKrD9LTi05G39,,https://drive.google.com/open?id=1Ha1tEmmPVWWZP40TUq_QKrD9LTi05G39,"Láminas impresas de alta calidad con ilustraciones de los personajes principales de Tokyo Revengers (Mikey, Draken, Baji y la ToMan). Ideal para decoración.",10,GN-E-0070,,,0,0
13/8/2026 23:10:03,Juego de Cama y Sábanas Cuadros Kuromi,Hogar,Niños,Kuromi/MyMelodi,M,Otros,18.5 ,Nuevo,https://lh3.googleusercontent.com/d/1QwFx1Ibg60T1zzWxuQTNkVS7yzzU9D-r,,https://drive.google.com/open?id=1QwFx1Ibg60T1zzWxuQTNkVS7yzzU9D-r," Set de cama en tonos morado y negro con estampado a cuadros, e ilustraciones estilo fotograma de Kuromi. Incluye edredón/sábana y fundas de almohada.",10,DK-X-0071,,,0,0
13/8/2026 23:27:52,Cinturón Delgado de Cuero Sintético con Hebilla de Corazón Dorado,Ropa,Mujer,Otro/Ninguno,"S, M, L",Otros,1,Nuevo,https://lh3.googleusercontent.com/d/1dwMU18JosoUlACW1jwDhZldDQ0tgNklC,,https://drive.google.com/open?id=1dwMU18JosoUlACW1jwDhZldDQ0tgNklC,"Cinturón de vestir delgado en color negro, elaborado en material sintético con una elegante hebilla metálica dorada en forma de corazón calado.",10,EM-X-0072,,,0,0
13/8/2026 23:29:53,Perchero Zapatero Multinivel de Metal para Entrada,Hogar,Unisex,Otro/Ninguno,L,Otros,1,Nuevo,https://lh3.googleusercontent.com/d/1jeRLNILQQ1HcNzqdYjkoUD-00xaf4HLW,,https://drive.google.com/open?id=1jeRLNILQQ1HcNzqdYjkoUD-00xaf4HLW,"Mueble organizador multifuncional que integra estantes inferiores para calzado y zapatera, con ganchos superiores para abrigos, bolsos y sombreros. Disponible en colores negro y blanco.",10,DN-X-0073,,,0,0
14/8/2026 1:27:08,"Juego de Sábanas Infantil Frozen ""Regne del Gel"" (Twin)",Hogar,Unisex,Disney,"M, U",Otros,18.5 ,Nuevo,https://lh3.googleusercontent.com/d/1Gm_nOaSSNZS6txSf0t5E9pRh45lMzcTT,,https://drive.google.com/open?id=1Gm_nOaSSNZS6txSf0t5E9pRh45lMzcTT,"Set de sábanas tamaño Twin en tonos azules con estampados de Elsa, Anna, Kristoff, Sven y Olaf sobre fondo invernal de hielo y nieve.",10,DN-X-0074,,,0,0
14/8/2026 1:31:38,Juego de Sábanas Minnie Mouse Polka Dots (Twin),Hogar,Niños,Disney,M,Otros,18.5 ,Nuevo,https://lh3.googleusercontent.com/d/1_AOrs_s4S3Jnf8eHaYcV2WOZ4jr-eFBd,,https://drive.google.com/open?id=1_AOrs_s4S3Jnf8eHaYcV2WOZ4jr-eFBd,Juego de cama tamaño Twin con estampado combinado de lunares blancos sobre fondo negro y detalles de Minnie Mouse entre flores rosas.,10,DK-X-0075,,,0,0
14/8/2026 1:33:32,Moto de Juguete Interactiva Deform Speed,Juguetes,Niños,Otro/Ninguno,"M, U",Otros,1,Nuevo,https://lh3.googleusercontent.com/d/1OmAWaWR6xnhTQwKlh3D8HJhU5RMo1A6O,,https://drive.google.com/open?id=1OmAWaWR6xnhTQwKlh3D8HJhU5RMo1A6O,"Vehículo/moto de juguete en tonos azul y rojo con detalles transparentes, efectos de transformación (Deform) y ruedas resistentes.",10,JK-X-0076,,,0,0
14/8/2026 9:12:47,Libretas de Espiral con Calculadora Integrada en la Portada,Papeleria,Niños,Sanrio,"S, U",Otros,1,Nuevo,https://lh3.googleusercontent.com/d/1rgqvZrMwOdOR6DNg75jqwhl7KSTJbVfV,,https://drive.google.com/open?id=1rgqvZrMwOdOR6DNg75jqwhl7KSTJbVfV,Cuadernos pequeños de espiral con portadas de personajes animados que incluyen una calculadora funcional integrada en la pasta frontal. #Disney #Sanrio #HelloKitty #MyMelody #Kuromi #Stitch,10,GK-X-0077,,,0,0
14/8/2026 10:01:44,Chaqueta infantil Minecraft Estilo Baseball / Varsity ,Ropa,Niños,Otro/Ninguno,"S, M",Otros,1,Nuevo,https://lh3.googleusercontent.com/d/1VwD1WQhcABCuA-cyZZafNkEXxDi70XFX,,https://drive.google.com/open?id=1VwD1WQhcABCuA-cyZZafNkEXxDi70XFX,"Chaqueta tipo béisbol bicolor (cuerpo negro y mangas blancas) con puños ajustados, botones de presión e estampados del universo Minecraft (Steve, Alex, Creeper, etc.) en la espalda y pecho.",10,EK-X-0078,,,2,1
23/8/2026 21:43:33,Botella Térmica de Acero Inoxidable (Vacuum Bottle),Accesorios,Unisex,Otro/Ninguno,U,Tokio,18,Nuevo,https://lh3.googleusercontent.com/d/186fHAS8kppXs6hzpcpkVhi2ZnCz59fXf,,https://drive.google.com/open?id=186fHAS8kppXs6hzpcpkVhi2ZnCz59fXf,"Botella térmica de acero inoxidable de alta gama con tecnología de doble pared, diseñada para mantener bebidas frías o calientes por hasta 8 horas, ligera y resistente para el uso diario o deportivo.",10,AN-N-0079,,,0,0
24/8/2026 10:06:11,Combo Gamer Móvil 5 en 1 (Mobile Game Combo Pack),Tecnologia,Niños,Otro/Ninguno,U,Otros,1,Nuevo,"https://lh3.googleusercontent.com/d/1JU18q973E8fm3nOnCELlV9cYGJdb48gk, https://lh3.googleusercontent.com/d/1SFXGxJBmW3DXi2HpwasaI-0uyLNyr-HJ",,"https://drive.google.com/open?id=1JU18q973E8fm3nOnCELlV9cYGJdb48gk, https://drive.google.com/open?id=1SFXGxJBmW3DXi2HpwasaI-0uyLNyr-HJ"," Kit completo para videojuegos móviles que incluye teclado de una mano, convertidor para mouse y teclado, mouse gamer con luces LED RGB, alfombrilla (mouse pad) y soporte para teléfono.",10,IK-X-0080,,,0,0
26/8/2026 9:44:46,Vaso Térmico Minecraft,Accesorios,Niños,Otro/Ninguno,U,Otros,1,Nuevo,https://lh3.googleusercontent.com/d/1OliUBSfcRxY4fUP7UQCbcNYaDqqp8HUD,,https://drive.google.com/open?id=1OliUBSfcRxY4fUP7UQCbcNYaDqqp8HUD,"Vaso térmico de doble pared de acero inoxidable con diseño estampado de los personajes del videojuego Minecraft, tapa hermética con boquilla abatible y asa integrada.",10,AK-X-0081,0,,0,0
26/8/2026 9:47:54,Cepillo de Cabello K-Pop,Belleza,Mujer,Unicornio,U,Otros,1,Nuevo,https://lh3.googleusercontent.com/d/1oH_9y0CNrpS7ymXCH-oW5c8ub67BfLLX,,https://drive.google.com/open?id=1oH_9y0CNrpS7ymXCH-oW5c8ub67BfLLX,"Cepillo plano acolchado con cerdas flexibles y base suave para desenredar sin maltratar el cabello, adornado con coloridos diseños de ídolos del K-Pop en el mango y el reverso.",10,BM-X-0082,1,,0,0
26/8/2026 22:14:22,Mini Bicicleta de Balance de 4 Ruedas para Bebés,Juguetes,Niños,Otro/Ninguno,S,Otros,25,Nuevo,https://lh3.googleusercontent.com/d/12azQP9JdwYTQHrXp9YBGBUdiwcfT5Kk-,,https://drive.google.com/open?id=12azQP9JdwYTQHrXp9YBGBUdiwcfT5Kk-,"Bicicleta de entrenamiento sin pedales con estructura ligera de metal en tono blanco y negro, asiento ergonómico y cuatro ruedas estables para desarrollar el equilibrio temprano.",10,JK-X-0083,15,,0,0
26/8/2026 22:15:36,Bolso Tote Estampado Zig-Zag,Bolsos,Mujer,Otro/Ninguno,M,Otros,8,Nuevo,https://lh3.googleusercontent.com/d/1Y01geUYkBZJm9nH1G4PNMDMHQAhovRjk,,https://drive.google.com/open?id=1Y01geUYkBZJm9nH1G4PNMDMHQAhovRjk,"Bolso tipo tote de lona estructurada con patrón en zigzag blanco y negro, asas superiores de cuerda reforzada y cierre principal con botón de presión",10,CM-X-0084,3,,0,0
26/8/2026 22:16:42,Lápices de Colores Marvel Spiderman,Papeleria,Niños,Superheroe,U,Otros,2.5,Nuevo,https://lh3.googleusercontent.com/d/1NUGCTBrdoGPfM-WDH0w9OrGutLzvfDOe,,https://drive.google.com/open?id=1NUGCTBrdoGPfM-WDH0w9OrGutLzvfDOe,Estuche de cartón rojo con temática de Spiderman que incluye 12 lápices de colores con cuerpos decorados e indicadores de tono para uso escolar y artístico.,10,GK-X-0085,1.3,,0,0
26/8/2026 22:17:45,Set de Relojes de Pulsera Temáticos Sanrio,Accesorios,Niños,Sanrio,"S, U",Otros,4.6,Nuevo,https://lh3.googleusercontent.com/d/1VFCTA0Dzkdy1R6ywPd1VqsqwxlMB-5i8,,https://drive.google.com/open?id=1VFCTA0Dzkdy1R6ywPd1VqsqwxlMB-5i8,"Set de seis relojes analógicos infantiles presentados en cajas coleccionables individuales con cojín decorativo, inspirados en los icónicos personajes de Sanrio",10,AK-X-0086,2.3,,0,0
